0,31.9983552
0.016666667,32.00035194
0.033333333,32.000317
0.05,32.00002076
0.066666667,32.00047117
0.083333333,32.00130523
0.1,31.97497347
0.116666667,32.00924402
0.133333333,32.02599825
0.15,31.99678285
0.166666667,31.97595126
0.183333333,32.00530903
0.2,32.00558252
0.216666667,31.99171286
0.233333333,32.00314415
0.25,32.00277561
0.266666667,31.99649069
0.283333333,32.00049813
0.3,32.00236888
0.316666667,31.99930645
0.333333333,31.9984993
0.35,32.00053726
0.366666667,32.00162679
0.383333333,31.99786124
0.4,31.99682089
0.416666667,32.01912683
0.433333333,32.00316591
0.45,32.0010235
0.466666667,31.99940935
0.483333333,31.99871169
0.5,32.00187187
0.516666667,32.00051222
0.533333333,31.99754182
0.55,32.00052799
0.566666667,32.0040654
0.583333333,31.99380827
0.6,31.99929984
0.616666667,32.00958874
0.633333333,31.99473633
0.65,31.9906705
0.666666667,32.00604252
0.683333333,32.00672569
0.7,31.99173178
0.716666667,31.99511368
0.733333333,32.01293297
0.75,31.9906228
0.766666667,31.99034911
0.783333333,31.99837052
0.8,31.98471902
0.816666667,32.00124828
0.833333333,32.02625551
0.85,32.00442015
0.866666667,31.97476325
0.883333333,32.00806833
0.9,32.00896208
0.916666667,31.99127338
0.933333333,32.00078441
0.95,32.00419355
0.966666667,31.9966716
0.983333333,31.99957092
1,32.00255599
1.016666667,31.99918202
1.033333333,31.99811919
1.05,32.00076879
1.066666667,32.00171409
1.083333333,31.99848699
1.1,31.99719704
1.116666667,31.20528665
1.133333333,32.00096758
1.15,32.00126195
1.166666667,31.99977554
1.183333333,31.99853774
1.2,32.00152652
1.216666667,32.00102922
1.233333333,31.99793896
1.25,31.99906596
1.266666667,32.00487415
1.283333333,31.99535231
1.3,31.99655795
1.316666667,32.00939304
1.333333333,31.99934849
1.35,31.98904115
1.366666667,32.00422134
1.383333333,32.00861442
1.4,31.99562251
1.416666667,31.99128587
1.433333333,32.01615506
1.45,31.98271346
1.466666667,31.99761711
1.483333333,32.00131502
1.5,32.00608644
1.516666667,32.00835086
1.533333333,32.00052677
1.55,32.00132242
1.566666667,32.00005415
1.583333333,32.00170149
1.6,31.99066397
1.616666667,31.99842185
1.633333333,31.99492845
1.65,32.01272698
1.666666667,31.99628039
1.683333333,31.99229645
1.7,32.00743977
1.716666667,32.00118622
1.733333333,31.99630924
1.75,32.00163864
1.766666667,32.00167578
1.783333333,31.99717359
1.8,32.00100739
1.816666667,32.00219192
1.833333333,31.99834238
1.85,31.99790403
1.866666667,32.00222025
1.883333333,32.00331796
1.9,31.9990727
1.916666667,32.02549661
1.933333333,31.99685827
1.95,32.00063492
1.966666667,32.00026368
1.983333333,31.9997505
2,31.99961164
2.016666667,32.00036713
2.033333333,32.00040314
2.05,31.99938679
2.066666667,31.99991338
2.083333333,32.00058201
2.1,31.99883139
2.116666667,31.99926315
2.133333333,32.00320609
2.15,31.9991751
2.166666667,31.99385695
2.183333333,32.00664148
2.2,32.00337271
2.216666667,31.99614371
2.233333333,31.99925124
2.25,31.9910054
2.266666667,31.99529779
2.283333333,31.99972292
2.3,31.99860653
2.316666667,32.00600669
2.333333333,32.03049898
2.35,31.98021937
2.366666667,32.01680735
2.383333333,31.99750293
2.4,31.99535338
2.416666667,31.99877806
2.433333333,32.00170516
2.45,31.99995017
2.466666667,31.9980917
2.483333333,32.00126094
2.5,32.00097957
2.516666667,31.99891788
2.533333333,31.99908297
2.55,32.00222485
2.566666667,32.00101429
2.583333333,31.99739924
2.6,31.99756905
2.616666667,32.00266756
2.633333333,32.00444734
2.65,32.00056115
2.666666667,32.01662672
2.683333333,32.00441119
2.7,31.99997807
2.716666667,32.00121685
2.733333333,31.99908113
2.75,31.99948234
2.766666667,32.00050627
2.783333333,32.00035362
2.8,31.99899379
2.816666667,32.00020635
2.833333333,32.00068256
2.85,31.99939765
2.866666667,31.99981564
2.883333333,32.00105911
2.9,31.99953091
2.916666667,31.99818033
2.933333333,31.99726725
2.95,32.00651084
2.966666667,32.00495351
2.983333333,31.99654746
3,31.99885378
3.016666667,31.99933962
3.033333333,32.00185004
3.05,31.99931396
3.066666667,32.00528535
3.083333333,32.01082435
3.1,31.97075788
3.116666667,32.02088982
3.133333333,32.00947516
3.15,31.98668705
3.166666667,31.99679723
3.183333333,32.00336408
3.2,31.99874613
3.216666667,32.00043568
3.233333333,32.00032533
3.25,31.9994646
3.266666667,32.00034418
3.283333333,31.99967365
3.3,32.00033991
3.316666667,32.00007145
3.333333333,31.99972281
3.35,31.99973329
3.366666667,32.00095125
3.383333333,31.999696
3.4,31.99819944
3.416666667,32.02171134
3.433333333,32.00865339
3.45,32.0003245
3.466666667,31.99998048
3.483333333,31.99918635
3.5,32.00138692
3.516666667,32.00041444
3.533333333,31.99856847
3.55,31.99977289
3.566666667,32.00319542
3.583333333,31.99545588
3.6,31.99993823
3.616666667,32.00739201
3.633333333,31.99423777
3.65,31.99438884
3.666666667,32.00630724
3.683333333,32.00674125
3.7,31.99707887
3.716666667,31.99279006
3.733333333,32.01134847
3.75,31.99448508
3.766666667,31.99843707
3.783333333,31.99970276
3.8,31.99905826
3.816666667,32.00274321
3.833333333,32.00670729
3.85,31.99443736
3.866666667,32.0047063
3.883333333,31.998233
3.9,31.998827
